deny,pirat,hirat,lvrat,chist,mhist,phist,unemp,selfemp,insurance,condomin,afam,single,hschool
0,0.37,0.28,0.91,2,2,0,3.2,0,0,0,0,0,1
0,0.31,0.27,0.88,1,2,0,5.3,0,0,0,0,0,1
0,0.3,0.2,0.89,1,2,0,3.2,0,0,1,0,0,1
0,0.16,0.16,0.2,1,1,0,10.6,0,0,0,0,0,1
0,0.36,0.23,0.84,1,2,0,3.1,0,0,0,0,0,1
0,0.36,0.28,0.73,1,2,0,2,0,0,0,0,0,1
0,0.4,0.3,0.7,1,2,0,3.9,0,0,0,0,0,1
0,0.37,0.3,0.84,1,2,0,3.2,0,0,1,0,1,1
0,0.28,0.22,0.47,1,1,0,3.2,1,0,0,0,0,1
0,0.43,0.35,0.51,5,2,1,3.2,0,0,0,0,0,1
0,0.36,0.27,0.86,1,1,1,3.2,0,0,0,0,0,1
0,0.24,0.24,0.63,1,2,0,4.3,1,0,0,0,0,1
0,0.47,0.47,0.65,1,1,0,4.3,1,0,0,0,0,1
0,0.08,0.08,0.64,4,2,0,3.2,0,0,1,1,1,1
0,0.24,0.23,0.57,1,1,0,5.3,0,0,0,0,0,1
0,0.22,0.21,0.65,1,2,0,3.2,0,0,0,0,0,1
0,0.14,0.12,0.32,1,1,0,3.2,0,0,0,0,0,1
0,0.21,0.16,0.29,1,1,0,3.1,0,0,0,0,0,1
0,0,0.29,0.63,1,1,0,3.1,0,0,0,0,0,1
1,0.21,0.21,0.78,1,2,0,3.1,0,0,1,0,1,1
0,0.39,0.33,0.15,1,1,0,3.9,0,0,1,0,0,1
0,0.3,0.26,0.62,1,2,0,3.2,0,0,0,0,1,1
0,0.36,0.29,0.8,2,2,0,3.2,0,0,0,0,0,1
0,0.28,0.27,0.55,2,1,0,4.3,0,0,0,0,0,1
0,0.26,0.24,0.8,1,2,0,3.9,0,0,0,0,0,1
0,0.28,0.21,0.69,2,2,0,3.9,0,0,0,0,1,1
0,0.3,0.2,0.33,2,1,0,3.2,1,0,0,0,0,0
0,0.31,0.29,0.31,2,1,0,4.3,0,0,0,0,0,1
0,0.3,0.26,0.76,5,2,0,3.1,0,0,0,0,0,1
0,0.2,0.18,0.45,2,1,0,3.2,0,0,1,0,0,1
0,0.27,0.17,0.71,6,2,0,3.2,0,0,0,0,0,1
1,0.32,0.31,0.8,3,2,0,2,0,0,0,0,1,1
0,0.45,0.24,0.6,6,1,0,1.8,0,0,0,0,0,1
0,0.36,0.18,0.7,1,1,0,3.1,0,0,0,0,0,1
0,0.25,0.24,0.66,1,1,0,4.3,0,0,0,0,1,1
0,0.24,0.23,0.4,1,2,0,3.6,0,0,1,0,1,1
0,0.28,0.27,0.34,1,1,0,1.8,0,0,0,0,0,1
1,0.42,0.33,1.18,5,1,0,3.2,1,0,0,0,1,1
1,0.39,0.39,0.63,2,3,0,10.6,0,0,0,0,1,1
1,0.34,0.23,0.73,2,2,0,3.2,0,0,0,0,0,1
0,0.27,0.21,0.83,1,2,0,2,0,0,1,0,1,1
1,0.35,0.27,0.88,1,2,0,3.9,0,0,0,0,0,1
0,0.35,0.29,0.55,1,2,0,2,0,0,1,0,0,1
0,0.32,0.23,0.8,3,2,0,3.1,0,0,1,0,1,1
1,0.32,0.28,0.8,1,2,0,3.2,0,0,1,0,1,1
0,0.37,0.3,0.9,1,2,0,3.9,0,0,1,0,1,1
0,0.35,0.26,0.9,6,2,1,3.2,0,0,1,1,1,1
0,0.44,0.32,0.9,6,2,1,3.2,0,0,1,1,1,1
0,0.4,0.29,0.89,6,2,1,1.8,0,0,1,1,0,1
0,0.29,0.27,0.71,1,2,0,1.8,0,0,1,1,1,1
0,0.41,0.27,0.95,5,2,1,3.2,0,0,1,1,1,1
0,0.25,0.22,0.83,3,2,0,10.6,0,0,1,1,0,1
0,0.4,0.23,0.8,5,1,0,3.2,0,0,1,0,1,1
0,0.43,0.26,0.91,5,2,1,1.8,1,0,1,1,0,1
0,0.41,0.26,0.9,6,2,1,2,0,0,1,1,0,1
0,0.49,0.28,0.88,5,2,0,3.2,0,0,1,0,0,1
0,0.41,0.28,0.79,1,2,0,1.8,0,0,1,0,1,1
0,0.26,0.26,0.64,2,4,0,3.2,1,0,0,0,0,1
1,0.37,0.23,0.8,6,2,1,1.8,0,0,1,0,1,1
0,0.39,0.39,0.22,1,2,0,3.2,0,0,1,0,1,1
0,0.37,0.3,0.62,1,2,0,3.6,0,0,1,0,1,1
0,0.33,0.28,0.02,1,2,0,3.9,0,0,1,0,1,1
0,0.28,0.26,0.78,3,2,0,3.2,0,0,0,0,0,1
0,0.36,0.31,0.78,1,2,0,4.3,0,0,1,0,1,1
0,0.35,0.32,0.66,2,1,0,10.6,0,0,0,0,0,1
0,0.32,0.25,0.78,1,2,0,4.3,0,0,0,0,0,1
0,0.38,0.23,0.2,1,2,0,3.2,0,0,1,0,0,1
0,0.35,0.29,0.85,1,2,0,4.3,0,0,0,0,0,1
0,0.36,0.27,0.55,1,1,0,3.2,0,0,0,0,0,1
0,0.25,0.25,0.64,1,2,0,3.1,0,0,0,0,0,1
0,0.47,0.34,0.88,2,2,0,4.3,0,0,1,1,1,1
1,0.18,0.13,0.79,6,2,0,2,0,0,0,0,0,1
0,0.29,0.28,0.74,1,2,0,3.2,0,0,1,0,1,1
0,0.25,0.24,0.66,1,2,0,3.9,0,0,0,0,0,1
0,0.26,0.2,0.61,2,2,0,5.3,0,0,0,0,0,1
0,0.29,0.23,0.4,2,2,0,3.2,0,0,0,0,0,1
0,0.29,0.22,0.72,1,2,0,10.6,1,0,0,0,1,1
0,0.27,0.27,0.74,2,2,0,3.2,0,0,0,0,1,1
0,0.29,0.24,0.63,1,1,0,10.6,0,0,0,0,1,1
1,0.21,0.21,0.61,2,2,1,10.6,0,0,0,1,0,1
0,0.95,0.44,0.55,6,3,0,10.6,1,0,0,0,0,1
0,0.25,0.2,0.93,1,2,0,4.3,0,0,0,0,0,1
0,0.22,0.22,0.62,2,2,0,4.3,0,0,0,0,0,0
0,0.37,0.29,0.7,1,1,0,3.2,0,0,0,0,0,1
0,0.4,0.27,0.92,2,2,0,4.3,0,0,0,0,0,1
0,0.29,0.28,0.7,1,2,0,4.3,0,0,0,0,1,1
1,0.36,0.24,1,1,2,0,3.2,0,0,0,0,1,1
0,0.32,0.21,0.73,1,2,0,4.3,0,0,0,0,1,1
0,0.38,0.24,0.43,2,2,0,3.2,1,0,0,0,0,1
1,0.37,0.37,0.65,2,1,0,4.3,1,0,0,0,0,1
0,0.4,0.28,0.64,1,2,0,3.1,0,0,0,0,0,1
0,0.24,0.1,0.57,2,2,0,1.8,0,0,1,0,1,1
0,0.37,0.27,0.4,2,1,0,3.1,1,0,0,0,0,1
0,0.35,0.18,0.8,2,2,0,10.6,0,0,0,0,1,1
0,0.41,0.07,0.79,2,1,0,3.6,0,0,1,0,0,1
0,0.41,0.33,0.67,2,2,0,3.1,0,0,0,0,0,1
0,0.32,0.32,0.75,4,2,0,4.3,0,0,0,1,1,1
0,0.34,0.31,0.9,1,2,0,3.2,0,0,0,0,0,1
0,0.39,0.3,0.84,2,2,0,10.6,0,0,0,0,1,1
0,0.24,0.22,0.16,5,2,0,3.2,0,0,0,0,0,1
0,0.33,0.26,0.41,1,2,0,8.9,1,0,0,0,0,1
0,0.36,0.33,0.56,6,1,0,3.1,0,0,0,0,1,1
0,0.41,0.27,0.9,5,2,0,3.9,0,0,0,0,0,1
0,0.16,0.05,0.1,1,1,0,3.1,0,0,1,0,1,1
0,0.31,0.23,0.49,1,2,0,3.2,0,0,0,0,0,1
0,0.24,0.23,0.68,1,1,0,3.2,0,0,0,0,0,1
0,0.31,0.29,0.55,1,2,0,3.2,0,0,0,0,0,1
0,0.27,0.18,0.67,2,2,0,5.3,0,0,0,0,1,1
0,0.23,0.23,0.75,4,2,0,3.1,1,0,0,0,0,1
0,0.3,0.2,0.58,1,2,0,1.8,0,0,0,0,0,1
0,0.35,0.29,0.52,1,1,0,1.8,0,0,0,0,0,1
0,0.35,0.35,0.48,1,2,0,3.6,1,0,0,0,1,1
0,0.32,0.24,0.95,1,2,1,3.9,0,0,0,0,0,1
0,0.38,0.23,0.55,1,1,0,4.3,0,0,0,0,0,1
1,0.47,0.3,0.87,2,2,0,2,0,0,1,0,1,1
1,0.42,0.34,0.95,6,4,0,1.8,0,0,0,1,1,1
0,0.32,0.32,0.8,1,1,0,3.1,0,0,0,0,0,1
0,0.07,0.07,0.48,5,2,0,3.2,1,0,0,0,1,1
0,0.34,0.34,0.94,4,2,0,3.9,0,0,0,0,0,1
0,0.35,0.29,0.2,1,2,0,4.3,0,0,0,0,0,1
0,0.34,0.27,0.86,1,2,0,3.2,0,0,0,0,0,1
0,0.4,0.27,0.8,1,2,0,3.2,0,0,0,1,0,1
0,0.39,0.28,0.8,1,1,0,3.2,1,0,0,0,1,1
0,0.28,0.24,0.71,1,2,0,3.6,0,0,1,0,1,1
0,0.31,0.24,0.8,5,2,0,3.2,0,0,1,0,1,1
0,0.47,0.36,0.78,5,2,0,4.3,0,0,1,0,1,1
0,0.39,0.26,0.74,1,1,0,3.2,1,0,0,1,0,1
0,0.24,0.18,0.19,1,1,0,3.6,0,0,1,0,0,1
0,0.69,0.54,0.79,1,1,0,3.2,1,0,0,0,0,1
1,0.58,0.33,0.9,6,2,0,3.2,0,0,1,1,0,1
0,0.35,0.19,0.75,1,2,0,10.6,0,0,1,0,0,0
1,0.48,0.48,0.95,6,2,0,2,0,0,1,1,1,1
0,0.36,0.31,0.75,1,1,0,1.8,0,0,0,0,0,1
1,0.36,0.17,0.86,1,2,0,4.3,0,1,0,1,1,1
0,0.26,0.18,0.35,1,1,0,1.8,0,0,1,1,0,1
0,0.17,0.1,0.35,1,1,0,4.3,0,0,1,0,1,1
0,0.36,0.27,0.86,1,2,0,3.2,0,0,0,0,0,1
0,0.4,0.28,0.79,1,1,0,3.1,0,0,0,0,1,1
0,0.25,0.09,0.78,1,1,0,3.2,0,0,1,0,0,1
0,0.25,0.24,0.68,4,2,0,3.2,0,0,1,1,1,1
0,0.39,0.37,0.28,1,2,0,4.3,0,0,1,0,1,1
0,0.28,0.28,0.6,4,2,0,3.9,0,0,1,0,1,1
0,0.3,0.28,0.65,1,2,0,1.8,0,0,0,0,1,1
0,0.06,0.05,0.8,6,4,0,3.2,0,0,0,1,0,1
0,0.38,0.38,0.8,1,2,0,1.8,0,0,1,0,1,1
1,0.58,0.45,0.75,6,2,0,3.2,0,0,0,0,1,1
0,0.26,0.26,0.79,1,2,0,4.3,0,0,1,0,1,1
0,0.25,0.25,0.67,1,2,0,3.6,0,0,1,0,1,1
0,0.32,0.28,0.8,1,2,0,1.8,0,0,0,0,0,1
0,0.36,0.32,0.88,1,2,0,3.2,0,0,1,0,1,1
0,0.37,0.3,0.79,1,2,0,3.9,0,0,0,0,0,1
0,0.22,0.21,0.75,1,2,0,1.8,0,0,1,0,1,1
0,0.25,0.17,0.66,6,1,0,3.2,0,0,1,0,1,1
0,0.18,0.17,0.58,6,2,0,3.2,0,0,1,0,0,1
0,0.4,0.33,0.89,1,2,0,3.2,0,0,1,0,1,1
0,0.34,0.24,0.79,1,1,0,3.2,0,0,0,0,1,1
1,0.3,0.09,0.8,6,2,1,3.2,0,0,0,0,1,1
0,0.41,0.19,0.7,1,2,0,10.6,1,0,1,0,0,1
1,0.18,0.18,1,6,2,1,10.6,0,0,1,0,1,1
0,0.4,0.27,0.71,2,2,0,4.3,1,0,0,0,0,1
0,0.31,0.31,0.78,2,2,0,3.2,0,0,0,0,1,1
0,0.53,0.34,0.46,1,2,0,3.9,0,0,0,0,0,1
0,0.33,0.27,0.79,2,2,0,3.1,0,0,0,0,1,1
0,0.39,0.25,0.61,1,1,0,2,0,0,1,0,1,1
0,0.23,0.19,0.36,1,2,0,3.2,0,0,0,0,0,1
0,0.38,0.24,0.78,1,1,1,4.3,0,0,0,0,0,1
0,0.34,0.23,0.9,1,2,0,3.9,0,0,0,1,1,1
0,0.16,0.16,0.91,2,1,0,3.2,0,0,0,0,1,1
1,0.3,0.3,1.11,4,2,0,4.3,0,0,0,1,1,1
0,0.1,0.08,0.55,1,1,0,1.8,1,0,0,0,1,1
0,0.2,0.12,0.94,3,1,0,3.2,0,0,1,0,0,1
0,0.08,0.06,0.73,1,1,0,3.2,0,0,1,0,1,1
0,0.1,0.06,0.78,2,1,0,3.6,1,0,0,0,1,1
0,0.17,0.07,1.22,2,1,0,2,0,0,0,1,0,1
0,0.29,0.21,0.8,1,2,0,5.3,0,0,0,0,1,1
0,0.37,0.33,0.92,2,2,0,3.2,0,0,1,0,1,1
0,0.36,0.32,0.68,1,2,0,1.8,0,0,1,0,1,1
0,0.25,0.17,0.89,2,2,0,3.2,0,0,1,0,0,1
1,0.36,0.32,0.8,6,2,1,2,0,0,0,0,0,1
0,0.39,0.36,0.89,1,2,0,3.1,0,0,0,0,0,1
0,0.38,0.31,0.78,2,2,0,3.2,0,0,1,0,1,1
0,0.4,0.34,0.8,2,2,0,3.2,1,0,1,0,1,1
0,0.36,0.25,0.8,1,1,0,3.2,0,0,0,0,1,1
0,0.38,0.34,0.92,2,2,0,5.3,1,0,1,0,0,1
0,0.33,0.31,0.66,1,2,0,3.2,0,0,0,0,1,1
0,0.37,0.26,0.78,2,1,0,2,0,0,0,0,0,1
0,0.22,0.13,0.8,3,1,1,3.2,1,0,1,1,0,1
0,0.3,0.24,0.42,1,1,1,3.2,0,0,0,0,0,1
0,0.36,0.35,0.91,1,2,0,3.2,0,0,1,0,1,1
0,0.41,0.28,0.9,6,2,0,3.2,0,0,0,0,0,1
0,0.35,0.3,0.68,1,2,0,3.1,0,0,1,0,1,1
0,0.32,0.32,0.8,1,2,0,3.2,0,0,0,0,1,1
1,0.41,0.28,0.93,6,2,1,3.2,0,1,0,1,0,1
0,0.32,0.28,0.9,1,2,0,3.2,0,0,0,0,0,1
0,0.4,0.18,0.88,3,1,0,1.8,0,0,0,0,0,1
1,0.33,0.27,0.8,1,2,0,3.1,0,0,0,1,1,1
0,0.28,0.25,0.9,1,2,0,1.8,0,0,0,0,0,1
0,0.35,0.35,0.44,2,1,0,10.6,0,0,0,0,0,1
1,0.4,0.35,0.78,1,2,0,3.2,0,0,1,1,0,1
1,0.3,0.18,0.9,6,2,1,1.8,1,0,1,1,0,1
0,0.35,0.23,0.87,4,2,0,1.8,0,0,1,0,1,1
0,0.2,0.19,0.7,1,1,0,3.2,0,0,0,0,0,1
0,0.29,0.28,0.38,1,4,0,3.2,0,0,0,0,0,1
0,0.36,0.27,0.82,2,2,0,3.2,0,0,0,0,0,1
0,0.34,0.2,0.35,1,2,0,3.2,0,0,0,0,1,1
0,0.26,0.04,0.4,2,2,0,2,0,0,0,0,0,1
0,0.28,0.21,0.64,2,1,0,3.2,0,0,0,0,0,1
0,0.43,0.24,0.4,2,1,0,4.3,0,0,0,0,0,1
0,0.27,0.2,0.8,1,1,0,3.2,1,0,1,0,0,1
0,0.28,0.22,0.75,2,2,0,3.2,0,0,0,0,1,1
0,0.27,0.25,0.85,1,2,0,3.2,0,0,0,0,0,1
0,0.36,0.3,0.64,1,1,0,3.2,0,0,0,0,1,1
0,0.35,0.35,0.62,2,3,0,3.6,0,0,0,0,0,1
0,0.33,0.31,0.86,1,2,0,3.2,0,0,0,0,1,1
0,0.32,0.24,0.74,3,1,0,3.1,0,0,0,0,0,1
0,0.23,0.04,0.5,1,1,0,3.2,0,0,0,0,0,1
0,0.37,0.28,0.49,2,2,0,2,0,0,0,0,0,1
0,0.33,0.17,0.68,2,2,0,10.6,0,0,0,0,0,1
1,0.35,0.26,0.54,5,2,0,3.2,0,0,0,0,1,1
0,0.46,0.28,0.75,1,1,0,3.2,0,0,0,0,0,1
0,0.35,0.29,0.9,1,2,0,3.1,0,0,0,0,0,1
1,0.42,0.21,0.92,2,2,0,10.6,0,1,0,0,1,1
0,0.22,0.21,0.79,1,2,0,3.9,0,0,0,0,0,1
1,0.21,0.16,0.6,1,2,0,1.8,1,1,0,0,1,1
0,0.46,0.37,0.78,2,2,0,5.3,0,0,1,0,1,0
0,0.35,0.32,0.58,2,2,0,2,0,0,0,0,0,1
0,0.32,0.21,0.72,1,1,0,3.1,0,0,0,0,0,1
0,0.37,0.26,0.9,1,2,0,10.6,0,0,0,0,0,1
0,0.66,0.66,0.43,1,2,0,2,0,0,0,0,1,1
0,0.36,0.26,0.85,1,2,0,4.3,0,0,0,0,0,1
0,0.37,0.26,0.9,2,2,0,3.1,0,0,0,1,0,1
1,0.31,0.23,0.75,1,2,0,10.6,0,1,0,0,0,1
1,0.38,0.26,0.95,1,2,0,1.8,0,1,0,0,1,1
0,0.36,0.23,0.78,2,2,0,4.3,0,0,0,0,0,1
0,0.27,0.24,0.25,1,2,0,3.2,1,0,0,0,1,1
0,0.32,0.28,0.75,2,2,0,5.3,0,0,0,0,0,1
0,0.23,0.21,0.84,1,2,0,3.9,0,0,0,1,0,1
0,0.36,0.33,0.76,2,2,0,3.9,0,0,0,0,1,1
0,0.43,0.3,0.82,1,1,0,3.1,0,0,0,0,0,1
0,0.29,0.28,0.77,1,2,0,10.6,1,0,0,0,0,0
0,0.81,0.39,0.52,3,2,1,3.2,0,0,0,1,1,1
0,0.37,0.32,0.86,2,2,0,1.8,1,0,0,1,1,1
0,0.3,0.23,0.9,1,2,0,2,0,1,0,0,0,1
0,0.35,0.25,0.8,1,2,0,2,0,0,0,1,0,1
0,0.35,0.22,0.79,2,2,0,3.1,0,0,0,1,0,1
0,0.5,0.36,0.94,1,2,0,3.9,0,0,0,1,1,1
0,0.37,0.28,0.56,1,1,0,3.1,0,0,0,0,0,1
0,0.47,0.37,0.87,3,1,0,4.3,0,0,0,1,0,1
1,0.1,0.1,0.67,4,2,0,10.6,1,0,0,0,1,1
0,0.32,0.32,0.86,1,2,0,3.6,0,0,0,0,0,1
0,0.29,0.28,0.9,1,2,0,3.2,0,0,0,0,1,1
0,0.34,0.32,0.88,1,2,0,1.8,0,0,0,0,0,1
1,0.42,0.27,0.75,5,1,0,3.2,0,0,0,1,0,1
0,0.26,0.21,0.62,1,2,0,3.2,0,0,0,0,0,1
0,0.36,0.14,0.66,1,1,0,3.2,0,0,0,0,0,1
1,0.47,0.46,0.59,4,2,0,3.6,0,0,0,0,0,1
0,0.22,0.12,0.32,3,1,0,3.1,0,0,0,1,0,1
0,0.28,0.2,0.59,2,1,0,1.8,1,0,0,0,0,1
0,0.27,0.27,0.65,1,1,0,3.6,0,0,1,0,0,1
0,0.32,0.29,0.71,2,1,0,5.3,0,0,0,0,0,1
0,0.25,0.14,0.68,1,1,0,1.8,0,0,1,0,1,1
1,0.5,0.21,0.64,6,2,0,1.8,0,0,0,0,0,1
0,0.32,0.13,0.4,2,2,0,3.9,0,0,0,1,0,1
1,0.36,0.34,0.69,5,2,1,3.2,1,0,1,1,1,1
0,0.31,0.29,0.9,1,2,0,1.8,0,0,0,0,1,1
0,0.3,0.11,0.48,2,1,0,4.3,0,0,0,0,1,1
0,0.19,0.15,0.18,1,1,0,3.2,0,0,0,0,1,1
0,0.18,0.15,0.8,1,1,0,3.9,0,0,0,1,0,1
0,0.08,0.08,0.11,1,1,0,3.6,0,0,0,0,0,1
0,0.36,0.35,0.74,1,1,0,3.6,0,0,0,0,0,1
0,0.14,0.09,0.8,1,2,0,3.1,0,0,0,0,0,1
0,0.34,0.27,0.79,1,2,0,3.9,0,0,0,0,0,1
0,0.34,0.27,0.55,1,1,0,3.9,0,0,0,0,0,1
0,0.32,0.12,0.8,1,1,0,3.9,0,0,0,1,0,1
0,0.19,0.08,0.15,1,1,0,10.6,0,0,0,0,0,1
0,0.32,0.11,0.48,2,1,0,3.2,0,0,0,0,0,1
0,0.73,0.71,0.61,1,1,0,3.9,0,0,0,0,1,1
0,0.58,0.52,0.8,1,1,0,3.9,0,0,0,1,0,1
0,0.3,0.3,0.8,1,2,0,3.9,0,0,0,0,1,1
0,0.14,0.09,0.87,1,2,0,3.6,0,0,0,0,0,1
0,0.26,0.16,0.14,1,1,0,3.6,1,0,0,0,0,1
0,0.43,0.33,0.35,2,1,0,3.9,0,0,0,0,0,1
0,0.47,0.18,1,1,1,0,10.6,0,0,0,0,0,1
0,0.25,0.13,0.8,2,1,0,3.9,0,0,0,1,0,1
0,0.3,0.3,0.78,1,1,0,3.9,0,0,0,0,0,1
0,0.27,0.25,0.7,6,2,0,3.6,0,0,0,0,0,1
0,0.36,0.2,0.39,1,1,0,3.9,0,0,0,0,0,1
0,0.25,0.16,0.24,2,4,0,1.8,0,0,0,0,0,1
0,0.22,0.13,0.52,3,1,0,3.1,0,0,0,0,0,1
1,1.16,0.74,0.75,1,2,0,4.3,0,0,0,0,0,1
0,0.36,0.22,0.62,3,1,0,3.2,1,0,0,0,0,1
0,0.28,0.16,0.4,5,2,0,1.8,0,0,0,0,0,1
0,0.32,0.23,0.74,2,2,0,4.3,0,0,0,0,0,1
0,0.29,0.21,0.75,2,2,0,3.2,0,0,0,0,0,1
0,0.48,0.34,0.75,2,1,0,4.3,1,0,0,0,0,1
0,0.31,0.23,0.63,2,2,0,10.6,0,0,0,0,0,1
0,0.3,0.22,0.57,1,1,0,3.2,0,0,0,0,1,1
0,0.34,0.34,0.7,1,2,0,3.2,0,0,0,0,1,1
0,0.36,0.26,0.49,2,2,0,3.1,0,0,0,0,0,1
0,0.28,0.28,0.59,2,2,0,4.3,0,0,0,0,0,1
0,0.32,0.26,0.75,2,1,0,3.2,0,0,0,0,0,1
0,0.4,0.18,0.8,1,1,0,3.2,1,0,0,0,0,1
0,0.32,0.22,0.9,1,2,0,3.1,0,0,0,1,0,1
0,0.29,0.29,0.74,4,2,0,3.2,0,0,0,0,1,1
0,0.36,0.32,0.69,1,2,0,3.2,0,0,0,0,0,1
0,0.29,0.29,0.74,1,1,0,3.9,0,0,0,0,0,1
0,0.35,0.31,0.9,2,2,0,3.9,0,0,0,0,0,1
0,0.34,0.23,0.78,2,1,1,3.9,0,0,0,0,0,1
0,0.36,0.3,0.75,1,2,0,3.1,0,0,0,0,0,1
1,0.27,0.22,0.73,6,2,1,10.6,0,0,0,0,0,1
1,0.45,0.29,0.89,6,2,1,2,0,0,0,1,0,1
0,0.32,0.22,0.85,6,4,0,1.8,0,0,0,0,0,1
0,0.33,0.31,0.79,1,2,0,3.1,0,0,0,0,1,1
0,0.46,0.3,0.85,6,2,1,3.2,0,0,1,0,0,1
0,0.35,0.35,0.8,1,2,0,1.8,0,0,1,0,1,1
0,0.35,0.31,0.77,6,2,0,3.2,0,0,0,0,1,1
0,0.39,0.28,0.7,1,2,0,4.3,1,0,1,0,0,1
0,0.46,0.31,0.62,2,2,0,3.9,0,0,0,0,0,1
0,0.38,0.26,0.79,1,2,0,1.8,0,0,0,0,0,1
0,0.27,0.27,0.8,2,2,0,3.9,0,0,0,0,0,1
0,0.38,0.31,0.79,2,1,0,1.8,0,0,0,0,0,1
0,0.22,0.21,0.45,1,1,0,2,0,0,0,0,0,1
0,0.38,0.29,0.85,2,2,0,3.2,0,0,1,0,1,1
0,0.37,0.28,0.68,1,2,0,3.1,0,0,0,0,0,1
0,0.37,0.32,0.85,1,2,0,3.9,0,0,0,0,0,1
0,0.28,0.28,0.76,2,1,0,1.8,0,0,0,0,0,1
0,0.25,0.21,0.69,1,2,0,3.1,0,0,0,0,1,1
0,0.26,0.23,0.21,1,1,0,3.2,0,0,0,0,0,1
0,0.27,0.22,0.94,1,2,0,4.3,0,0,0,0,0,1
0,0.38,0.31,0.72,1,1,0,3.2,0,0,1,0,1,1
0,0.35,0.32,0.75,1,2,0,2,0,0,0,0,0,1
0,0.25,0.23,0.8,5,1,0,3.2,0,0,0,0,0,1
0,0.38,0.32,0.8,2,1,0,3.9,0,0,0,0,0,1
0,0.37,0.22,0.88,1,1,0,1.8,0,0,0,0,0,1
